payment_id,user_id,payment_type,is_verified,payment_age_days,card_last4,is_international
110,59,digital_wallet,False,323,,False
111,60,digital_wallet,True,30,5786,False
112,60,digital_wallet,False,38,9847,False
113,61,credit_card,True,787,,False
114,61,credit_card,True,637,8682,False
115,62,digital_wallet,True,46,,False
116,62,paypal,True,387,2453,False
117,63,bank_transfer,True,77,3014,False
118,63,digital_wallet,True,138,,False
119,63,paypal,True,188,7149,False
120,64,bank_transfer,True,641,,False
121,64,digital_wallet,True,877,6817,False
122,64,digital_wallet,False,640,,False
123,65,credit_card,True,951,5142,False
124,65,digital_wallet,True,570,5286,False
125,66,debit_card,True,165,8760,False
126,66,debit_card,True,133,4075,False
127,67,debit_card,True,63,3318,False
128,68,debit_card,True,744,6038,False
129,68,bank_transfer,True,249,3138,False
130,68,bank_transfer,True,542,,False
131,69,bank_transfer,False,42,,True
132,69,paypal,True,364,1693,False
133,70,paypal,True,378,4063,False
134,71,bank_transfer,False,11,7736,False
135,71,digital_wallet,True,66,9689,False
136,71,debit_card,True,99,7035,False
137,72,paypal,True,46,3199,False
138,72,paypal,True,16,,False
139,72,debit_card,False,75,,False
140,73,paypal,True,539,3001,False
141,73,credit_card,True,145,,False
142,74,credit_card,True,739,4254,False
143,74,debit_card,False,696,3207,False
144,75,bank_transfer,True,41,2258,True
145,75,digital_wallet,True,627,6364,True
146,76,bank_transfer,True,513,9592,True
147,77,credit_card,True,214,1481,False
148,78,digital_wallet,True,58,,False
149,78,bank_transfer,True,126,9148,False
150,79,credit_card,True,77,7807,True
151,79,debit_card,True,88,6665,False
152,80,credit_card,False,78,9617,False
153,81,debit_card,True,599,,False
154,81,digital_wallet,True,55,,True
155,81,debit_card,True,323,9287,False
156,82,paypal,True,86,2511,False
157,83,debit_card,True,76,7672,True
158,84,credit_card,True,162,6529,False
159,85,digital_wallet,True,6,2908,False
160,85,credit_card,True,3,1907,False
161,86,digital_wallet,True,815,,True
162,87,credit_card,True,467,4487,False
163,88,paypal,True,131,8041,False
164,89,bank_transfer,True,112,8950,False
165,90,digital_wallet,True,147,,False
166,90,credit_card,True,768,,False
167,90,digital_wallet,True,813,4179,False
168,91,digital_wallet,True,141,,False
169,92,credit_card,True,128,,False
170,93,credit_card,True,311,2062,False
171,93,credit_card,True,94,8423,True
172,93,bank_transfer,True,85,7893,False
173,94,paypal,True,891,8474,False
174,94,digital_wallet,True,149,7293,False
175,94,paypal,True,151,5823,False
176,95,digital_wallet,True,584,4185,True
177,95,debit_card,True,111,4654,False
178,95,bank_transfer,True,441,1897,False
179,96,debit_card,False,16,2928,False
180,96,bank_transfer,True,1,,False
181,96,digital_wallet,True,8,6337,False
182,97,debit_card,True,167,9523,False
183,97,credit_card,True,194,5664,False
184,97,credit_card,True,105,8113,False
185,98,debit_card,True,201,6877,False
186,98,paypal,True,170,,False
187,98,bank_transfer,True,89,4549,False
188,99,debit_card,True,51,9659,False
189,99,paypal,True,62,5375,False
190,100,paypal,True,408,5454,False
191,101,bank_transfer,True,169,1016,False
192,102,bank_transfer,True,51,,False
193,102,bank_transfer,True,98,2229,False
194,102,paypal,True,79,1417,False
195,103,digital_wallet,True,58,2312,False
196,104,credit_card,False,165,3903,True
197,104,bank_transfer,True,227,1824,False
198,104,paypal,True,144,,False
199,105,debit_card,True,401,,True
200,105,bank_transfer,True,744,7744,False
201,106,digital_wallet,True,1,9062,False
202,106,credit_card,True,13,2094,False
203,106,digital_wallet,True,13,5305,False
204,107,debit_card,True,233,,False
205,108,debit_card,True,88,7575,False
206,108,bank_transfer,True,41,,False
207,109,digital_wallet,True,81,,False
208,110,digital_wallet,True,122,6206,False
209,111,bank_transfer,True,89,,False
210,111,digital_wallet,False,171,,False
211,112,digital_wallet,True,87,3307,True
212,113,bank_transfer,True,49,,True
213,113,paypal,True,105,7526,False
214,114,bank_transfer,True,238,3790,True
215,115,credit_card,False,83,9785,False
216,116,digital_wallet,True,67,7879,False
217,117,bank_transfer,True,425,8175,False
218,117,debit_card,True,424,9836,False
219,117,debit_card,True,264,6217,False
220,118,credit_card,True,461,9922,False
221,118,bank_transfer,True,122,2000,False
222,119,digital_wallet,True,26,3400,True
223,119,credit_card,False,49,3353,False
224,120,paypal,True,645,3608,False
225,121,paypal,True,676,,False
226,121,paypal,True,108,3463,False
227,122,credit_card,True,179,3273,False
228,122,digital_wallet,True,468,9753,False
229,122,digital_wallet,True,441,5731,False
230,123,credit_card,True,130,1555,True
231,124,bank_transfer,True,70,5108,False
232,124,paypal,True,17,6533,False
233,124,credit_card,True,71,5645,False
234,125,credit_card,True,469,8231,False
235,125,digital_wallet,True,241,7397,False
236,125,debit_card,True,673,,False
237,126,digital_wallet,True,160,,False
238,126,digital_wallet,True,1014,7299,False
239,127,digital_wallet,True,224,3521,False
240,127,digital_wallet,True,265,,True
241,127,digital_wallet,False,330,9591,False
242,128,debit_card,True,641,5412,True
243,128,paypal,True,889,7392,False
244,128,bank_transfer,True,703,1501,False
245,129,debit_card,True,278,6613,True
246,130,bank_transfer,True,537,7456,False
247,130,paypal,True,627,,False
248,131,bank_transfer,True,138,4640,True
249,132,credit_card,True,587,3693,False
250,133,debit_card,True,336,6535,False
251,133,paypal,True,183,3815,False
252,133,debit_card,True,712,7062,False
253,134,paypal,True,201,9022,False
254,134,credit_card,True,167,8991,False
255,134,debit_card,True,134,,False
256,135,digital_wallet,True,692,2220,True
257,135,digital_wallet,True,493,1768,False
258,135,digital_wallet,True,342,,False
259,136,bank_transfer,True,216,6328,False
260,137,debit_card,True,336,,False
261,138,bank_transfer,True,220,9593,False
262,138,paypal,True,459,,True
263,139,credit_card,True,77,,False
264,139,paypal,False,398,,False
265,140,digital_wallet,True,32,1985,False
266,140,credit_card,True,123,,False
267,140,digital_wallet,True,135,6706,False
268,141,bank_transfer,True,571,6315,True
269,142,digital_wallet,True,461,5893,True
270,142,digital_wallet,True,346,5581,False
271,142,bank_transfer,True,603,6199,False
272,143,debit_card,True,33,2944,True
273,143,paypal,True,28,,True
274,143,credit_card,False,3,,False
275,144,credit_card,True,60,3148,False
276,144,paypal,True,30,2134,False
277,144,credit_card,True,124,7974,False
278,145,paypal,True,146,,False
279,146,digital_wallet,True,601,9038,False
280,146,debit_card,True,707,8226,False
281,146,debit_card,True,424,3125,False
282,147,debit_card,True,12,5717,False
283,147,debit_card,True,9,3832,False
284,147,debit_card,True,2,,False
285,148,credit_card,True,431,2517,False
286,149,digital_wallet,False,93,,False
287,149,digital_wallet,True,735,1396,False
288,149,digital_wallet,True,414,8471,False
289,150,bank_transfer,True,123,6950,False
290,151,debit_card,True,777,1535,False
291,151,bank_transfer,True,1047,4950,False
292,152,debit_card,False,890,2981,False
293,152,debit_card,True,469,,False
294,153,digital_wallet,True,579,1479,False
295,153,digital_wallet,True,591,4507,False
296,153,bank_transfer,True,104,2234,False
297,154,debit_card,True,74,6326,False
298,155,paypal,True,209,6047,False
299,155,bank_transfer,True,475,,False
300,155,digital_wallet,True,21,5159,False
301,156,debit_card,True,120,8189,False
302,156,credit_card,True,451,,False
303,157,digital_wallet,True,240,2843,False
304,157,paypal,True,419,,True
305,157,debit_card,True,266,,False
306,158,debit_card,True,101,7506,False
307,158,digital_wallet,True,56,,False
308,158,bank_transfer,False,568,8628,False
309,159,paypal,True,449,7098,False
310,159,digital_wallet,True,243,1997,False
311,159,debit_card,True,42,,True
312,160,digital_wallet,True,42,6254,False
313,161,debit_card,True,84,2533,False
314,162,digital_wallet,True,172,1393,False
315,163,digital_wallet,True,670,,False
316,164,bank_transfer,True,591,2354,False
317,165,credit_card,True,39,,False
318,165,credit_card,True,10,,False
319,165,bank_transfer,True,30,3287,False
320,166,credit_card,True,690,,False
321,166,debit_card,True,936,,False
322,166,paypal,False,140,9669,False
323,167,debit_card,True,638,,False
324,168,digital_wallet,True,107,,False
325,168,paypal,True,341,2697,False
326,169,paypal,True,93,,False
327,169,debit_card,True,538,1143,False
328,170,digital_wallet,True,154,,False
329,170,debit_card,True,606,7008,True
330,171,credit_card,True,34,4516,False
331,171,debit_card,True,177,9135,False
332,172,credit_card,True,930,,False
333,173,paypal,True,35,3135,False
334,173,debit_card,False,5,,True
335,174,digital_wallet,True,186,,False
336,175,digital_wallet,True,22,8259,False
337,175,bank_transfer,True,56,1366,False
338,176,digital_wallet,True,145,2753,False
339,177,credit_card,True,163,,False
340,177,credit_card,True,256,,False
341,178,bank_transfer,True,145,6050,False
342,178,paypal,True,152,7965,False
343,179,debit_card,True,14,5114,False
344,180,credit_card,True,16,9424,False
345,181,digital_wallet,False,53,,False
346,182,bank_transfer,True,6,,False
347,182,credit_card,True,34,7000,False
348,183,paypal,True,56,8593,False
349,184,credit_card,False,232,,False
350,184,credit_card,True,41,5714,False
351,184,bank_transfer,True,142,7563,False
352,185,digital_wallet,True,18,6716,False
353,185,bank_transfer,True,364,8036,False
354,185,credit_card,True,210,6468,False
355,186,debit_card,True,199,3565,False
356,186,paypal,True,113,7449,False
357,186,digital_wallet,True,91,,False
358,187,credit_card,True,122,,True
359,188,paypal,True,103,1408,False
360,188,bank_transfer,True,52,8657,False
361,189,digital_wallet,False,68,,False
362,189,paypal,True,145,6161,False
363,190,debit_card,False,402,,False
364,190,digital_wallet,True,414,,False
365,190,bank_transfer,True,476,9670,True
366,191,debit_card,True,17,8192,False
367,191,digital_wallet,True,98,5794,False
368,191,credit_card,True,245,,False
369,192,paypal,True,585,,False
370,193,digital_wallet,True,216,5736,False
371,193,bank_transfer,True,626,2097,False
372,194,debit_card,True,442,,False
373,194,debit_card,True,554,,False
374,195,credit_card,True,169,5251,False
375,196,credit_card,True,819,,False
376,196,digital_wallet,True,586,8349,True
377,196,bank_transfer,True,86,9806,False
378,197,digital_wallet,True,339,,False
379,197,bank_transfer,False,280,5982,False
380,197,bank_transfer,True,62,6833,False
381,198,digital_wallet,True,451,1188,False
382,198,paypal,False,27,7861,False
383,198,debit_card,True,96,7230,False
384,199,credit_card,True,94,9370,True
385,199,paypal,True,605,7938,False
386,200,digital_wallet,True,402,8817,False
387,200,digital_wallet,False,45,2931,False
388,200,credit_card,True,434,1721,False
389,201,bank_transfer,True,182,,True
390,201,debit_card,True,572,7183,False
391,201,digital_wallet,True,472,7523,False
392,202,bank_transfer,False,620,5637,False
393,202,debit_card,True,560,8033,False
394,202,debit_card,True,320,,False
395,203,debit_card,True,396,,True
396,203,bank_transfer,True,249,,False
397,203,debit_card,False,588,,False
398,204,credit_card,True,629,3252,True
399,204,digital_wallet,True,155,2116,False
400,204,credit_card,True,65,,False
401,205,paypal,True,255,3674,True
402,206,debit_card,True,111,,False
403,207,credit_card,True,255,6262,False
404,208,credit_card,True,359,6903,True
405,209,debit_card,True,508,,False
406,209,credit_card,True,666,5737,False
407,210,credit_card,True,866,8933,True
408,210,digital_wallet,True,67,,False
409,210,digital_wallet,True,772,9957,False
410,211,bank_transfer,False,411,3383,False
411,211,bank_transfer,False,278,2713,False
412,211,debit_card,True,638,7169,True
413,212,digital_wallet,True,552,5079,False
414,212,bank_transfer,True,563,9302,False
415,212,paypal,True,93,5279,True
416,213,digital_wallet,False,64,,False
417,213,bank_transfer,True,433,5036,False
418,213,credit_card,True,356,2153,False
419,214,debit_card,True,64,9811,False
420,214,debit_card,True,405,5072,False
421,215,digital_wallet,True,103,6368,False
422,215,credit_card,False,498,,False
423,215,debit_card,True,309,,True
424,216,bank_transfer,True,301,5488,False
425,216,digital_wallet,True,571,9151,False
426,217,debit_card,True,269,,False
427,217,paypal,True,434,8259,False
428,218,paypal,True,201,4616,False
429,219,bank_transfer,True,8,,True
430,219,bank_transfer,True,205,3143,True
431,219,paypal,True,108,1887,False
432,220,paypal,True,312,,False
433,220,bank_transfer,True,346,,False
434,220,debit_card,True,151,8404,False
435,221,paypal,True,486,6177,False
436,221,credit_card,True,107,,False
437,222,paypal,False,516,9471,False
438,223,credit_card,False,550,,False
439,224,digital_wallet,True,507,,True
440,224,paypal,True,610,1223,True
441,225,paypal,True,210,7963,False
442,225,credit_card,True,85,,False
443,226,paypal,True,491,,False
444,226,digital_wallet,True,396,,False
445,226,paypal,True,173,9422,False
446,227,debit_card,True,571,5148,False
447,228,paypal,False,440,7019,False
448,228,debit_card,True,150,2256,False
449,229,paypal,True,459,9048,False
450,230,bank_transfer,True,87,7523,False
451,230,debit_card,True,301,1503,False
452,230,bank_transfer,True,552,2192,True
453,231,digital_wallet,True,671,,False
454,231,debit_card,True,397,5176,False
455,232,digital_wallet,True,50,4760,False
456,232,debit_card,True,107,,True
457,232,paypal,True,30,,True
458,233,digital_wallet,True,107,,True
459,233,paypal,True,518,2097,False
460,233,paypal,True,177,,True
461,234,credit_card,True,438,4444,False
462,234,credit_card,True,705,4562,False
463,235,paypal,True,329,,False
464,235,digital_wallet,True,234,5185,True
465,235,digital_wallet,True,412,7972,True
466,236,digital_wallet,True,159,,True
467,236,debit_card,True,593,2714,False
468,236,paypal,True,141,1596,False
469,237,bank_transfer,True,554,3867,False
470,237,digital_wallet,True,852,8365,False
471,237,credit_card,True,582,,False
472,238,credit_card,True,64,3574,True
473,238,digital_wallet,True,23,1808,False
474,238,debit_card,True,28,,False
475,239,debit_card,False,118,1266,False
476,240,bank_transfer,True,112,,True
477,240,digital_wallet,True,162,8878,False
478,240,credit_card,True,141,4102,False
479,241,digital_wallet,True,61,,False
480,242,digital_wallet,True,88,1776,False
481,243,debit_card,True,564,,False
482,243,credit_card,True,324,,False
483,244,debit_card,True,414,,False
484,245,digital_wallet,True,381,2221,False
485,245,bank_transfer,True,24,7388,False
486,246,bank_transfer,False,332,5900,True
487,247,debit_card,False,431,1025,False
488,247,bank_transfer,True,52,5405,False
489,247,digital_wallet,True,268,,False
490,248,debit_card,True,281,,False
491,249,digital_wallet,True,579,7363,False
492,249,debit_card,True,541,9520,True
493,249,digital_wallet,True,484,8951,False
494,250,digital_wallet,True,380,6947,False
495,251,credit_card,True,387,4878,False
496,252,bank_transfer,True,735,9552,False
497,253,credit_card,True,78,1095,False
498,254,credit_card,True,143,6918,False
499,254,bank_transfer,True,121,5764,False
500,254,bank_transfer,True,142,,False
501,255,digital_wallet,False,173,,False
502,256,bank_transfer,True,9,,False
503,256,paypal,True,31,2219,False
504,256,paypal,True,17,,False
505,257,paypal,True,38,1743,False
506,257,credit_card,True,17,3318,False
507,257,credit_card,True,64,1295,True
508,258,debit_card,False,818,6606,False
509,259,debit_card,True,109,,True
510,260,digital_wallet,True,942,5587,False
511,261,digital_wallet,True,668,,False
512,262,debit_card,True,24,2187,False
513,262,paypal,True,204,,False
514,262,credit_card,True,144,,False
515,263,credit_card,True,475,2411,False
516,264,paypal,False,45,,False
517,264,digital_wallet,True,55,,False
518,265,digital_wallet,False,441,1240,False
519,265,credit_card,True,928,6116,False
520,266,debit_card,True,233,9550,False
521,266,debit_card,True,587,7752,False
522,267,credit_card,True,2,2443,True
523,267,debit_card,True,3,4312,False
524,267,debit_card,True,1,2158,False
525,268,digital_wallet,False,361,7607,False
526,268,paypal,True,480,,True
527,269,digital_wallet,True,263,4964,False
528,269,digital_wallet,True,431,,True
529,269,credit_card,True,446,8336,False
530,270,paypal,True,735,9879,False
531,270,paypal,True,182,7268,True
532,270,paypal,True,646,3259,False
533,271,bank_transfer,True,457,1821,False
534,271,paypal,True,344,,True
535,272,credit_card,True,188,9861,True
536,273,paypal,True,127,2666,True
537,273,credit_card,False,22,9315,True
538,274,credit_card,True,352,,False
539,275,bank_transfer,True,22,,False
540,275,bank_transfer,True,1,7077,True
541,275,credit_card,True,9,1010,True
542,276,paypal,True,225,6854,True
543,276,bank_transfer,False,81,1831,False
544,276,debit_card,True,110,6685,True
545,277,paypal,True,151,6567,False
546,277,bank_transfer,True,214,,False
547,277,bank_transfer,True,34,1811,True
548,278,credit_card,True,375,2077,False
549,278,digital_wallet,True,295,,False
550,278,digital_wallet,True,209,,False
551,279,bank_transfer,True,220,,False
552,280,paypal,False,278,2536,True
553,280,digital_wallet,True,173,3855,True
554,281,debit_card,True,769,6578,False
555,281,credit_card,True,73,,True
556,282,credit_card,True,7,8020,True
557,282,credit_card,True,31,8196,False
558,282,bank_transfer,False,124,3053,False
559,283,paypal,True,584,7143,True
560,284,bank_transfer,False,4,3575,False
561,285,paypal,True,649,2194,False
562,286,bank_transfer,True,134,,False
563,286,digital_wallet,True,189,,False
564,287,debit_card,True,154,6041,False
565,287,credit_card,False,16,7910,False
566,287,credit_card,False,251,9863,False
567,288,credit_card,True,125,,True
568,288,bank_transfer,False,202,,False
569,289,paypal,True,695,8479,False
570,290,bank_transfer,True,557,4048,False
571,290,bank_transfer,True,608,7475,False
572,290,bank_transfer,True,247,3935,False
573,291,paypal,True,190,2273,False
574,291,digital_wallet,True,13,,True
575,291,debit_card,True,177,,False
576,292,debit_card,True,884,,False
577,293,paypal,True,18,9592,False
578,293,credit_card,True,126,2547,False
579,293,bank_transfer,True,129,,False
580,294,digital_wallet,True,641,8707,False
581,294,digital_wallet,True,782,1824,False
582,294,bank_transfer,True,485,4538,False
583,295,digital_wallet,True,80,8857,True
584,295,paypal,True,142,6095,True
585,296,debit_card,False,132,,False
586,296,debit_card,True,14,5825,False
587,296,debit_card,True,59,3547,False
588,297,paypal,True,499,3157,True
589,298,bank_transfer,True,136,6896,False
590,298,debit_card,True,21,1213,False
591,298,paypal,True,104,3445,False
592,299,bank_transfer,True,450,3083,False
593,300,credit_card,True,50,3140,False
594,301,bank_transfer,True,49,,False
595,301,paypal,True,59,4781,True
596,302,bank_transfer,True,365,2572,False
597,302,credit_card,True,787,3652,True
598,303,credit_card,True,176,7195,True
599,304,digital_wallet,True,163,9698,False
600,305,paypal,True,555,,False
601,306,debit_card,True,84,7877,False
602,307,digital_wallet,False,208,7843,False
603,307,credit_card,True,236,7455,True
604,307,bank_transfer,False,263,1990,False
605,308,paypal,True,131,8224,True
606,308,paypal,True,101,4089,False
607,309,paypal,True,9,7175,False
608,309,bank_transfer,True,173,,True
609,309,debit_card,True,303,,False
610,310,paypal,True,849,6252,False
611,310,digital_wallet,True,696,1643,False
612,310,digital_wallet,True,1011,2607,False
613,311,paypal,True,123,2386,False
614,311,paypal,True,195,,False
615,312,paypal,True,738,4058,True
616,313,debit_card,False,545,,False
617,313,credit_card,True,835,4946,False
618,313,digital_wallet,True,375,1458,False
619,314,bank_transfer,True,240,5400,False
620,314,digital_wallet,True,206,5395,False
621,314,debit_card,True,172,4930,False
622,315,bank_transfer,True,278,9237,False
623,315,debit_card,True,442,3072,False
624,315,credit_card,True,379,1129,False
625,316,digital_wallet,True,314,,False
626,316,paypal,True,147,7081,False
627,316,debit_card,True,458,,True
628,317,debit_card,True,283,,False
629,318,debit_card,True,137,5684,False
630,318,digital_wallet,True,136,5060,False
631,318,credit_card,True,213,6189,True
632,319,bank_transfer,True,58,4604,False
633,320,credit_card,True,698,,False
634,320,digital_wallet,True,508,3736,False
635,321,digital_wallet,False,94,5601,False
636,322,debit_card,True,287,9281,False
637,323,bank_transfer,True,697,,False
638,323,credit_card,True,168,7732,False
639,324,bank_transfer,True,228,3163,False
640,324,bank_transfer,True,332,,False
641,324,credit_card,True,64,6850,False
642,325,credit_card,True,33,7020,False
643,325,credit_card,True,24,,False
644,326,credit_card,True,17,6239,False
645,326,credit_card,True,25,5933,False
646,326,debit_card,True,16,9668,False
647,327,credit_card,False,169,,False
648,327,debit_card,True,360,7402,False
649,327,debit_card,True,616,8940,False
650,328,digital_wallet,True,383,4493,True
651,328,bank_transfer,True,155,,False
652,329,credit_card,True,90,,True
653,329,paypal,True,114,,False
654,329,paypal,True,260,8692,False
655,330,credit_card,True,471,7374,False
656,331,debit_card,True,82,2616,False
657,332,paypal,True,103,4641,True
658,333,credit_card,True,47,9077,False
659,333,paypal,True,112,5231,False
660,333,bank_transfer,True,84,3146,False
661,334,debit_card,True,157,9328,False
662,335,paypal,True,75,6670,False
663,336,debit_card,True,158,,True
664,336,debit_card,True,387,6530,False
665,336,debit_card,True,399,8844,True
666,337,credit_card,False,664,5449,False
667,338,credit_card,True,242,6165,False
668,338,credit_card,True,313,6307,False
669,339,debit_card,False,395,1939,False
670,339,debit_card,True,409,8758,False
671,339,paypal,True,322,1737,False
672,340,debit_card,True,819,2102,False
673,340,paypal,True,738,,False
674,341,paypal,True,439,,True
675,341,digital_wallet,False,385,6259,False
676,341,credit_card,True,190,1008,False
677,342,debit_card,True,112,2165,False
678,343,credit_card,True,140,,False
679,343,bank_transfer,True,250,7611,False
680,343,bank_transfer,True,465,,True
681,344,bank_transfer,True,85,8927,False
682,344,debit_card,True,95,7379,False
683,345,digital_wallet,True,348,9761,False
684,346,debit_card,True,181,4407,True
685,346,debit_card,True,159,,False
686,346,paypal,True,169,,True
687,347,paypal,True,593,,False
688,347,digital_wallet,False,124,,False
689,347,bank_transfer,True,498,,False
690,348,bank_transfer,True,291,,False
691,348,bank_transfer,True,575,6065,False
692,348,bank_transfer,True,509,,False
693,349,bank_transfer,True,92,7318,True
694,349,paypal,True,35,1541,False
695,350,debit_card,True,716,1616,False
696,351,bank_transfer,True,290,8608,False
697,351,digital_wallet,True,326,3250,False
698,352,credit_card,True,211,8634,False
699,352,credit_card,True,359,,False
700,353,paypal,True,55,,False
701,353,digital_wallet,True,38,6495,False
702,354,bank_transfer,True,106,,True
703,354,paypal,True,224,6036,False
704,355,digital_wallet,True,157,,False
705,356,debit_card,True,39,5234,False
706,356,digital_wallet,True,15,7716,False
707,356,digital_wallet,True,44,,False
708,357,debit_card,True,216,8815,False
709,357,credit_card,True,139,,False
710,357,debit_card,False,229,,False
711,358,paypal,True,123,9496,False
712,358,paypal,True,106,3161,True
713,359,credit_card,False,6,8091,False
714,360,digital_wallet,True,76,,False
715,360,credit_card,False,183,,False
716,361,bank_transfer,True,342,9663,False
717,361,digital_wallet,True,339,8722,True
718,361,credit_card,True,441,4578,True
719,362,debit_card,True,306,,False
720,362,credit_card,True,87,,False
721,363,paypal,False,14,4121,False
722,363,debit_card,True,43,,False
723,364,paypal,True,94,2765,False
724,364,digital_wallet,True,231,7492,False
725,365,digital_wallet,True,17,6141,False
726,365,paypal,True,292,1821,False
727,365,bank_transfer,True,46,5686,False
728,366,paypal,True,39,,False
729,366,paypal,True,550,3676,False
730,367,bank_transfer,True,288,3968,False
731,367,debit_card,True,894,,False
732,367,debit_card,True,639,,False
733,368,debit_card,True,28,,False
734,368,paypal,False,51,8224,False
735,369,bank_transfer,True,55,1175,False
736,369,digital_wallet,True,62,6164,False
737,369,paypal,True,23,4450,False
738,370,digital_wallet,True,596,8989,False
739,371,debit_card,True,92,,False
740,372,digital_wallet,False,205,1268,False
741,372,debit_card,True,42,,True
742,373,paypal,True,106,9953,False
743,374,bank_transfer,True,244,5267,False
744,375,debit_card,True,616,1819,False
745,375,digital_wallet,True,233,8220,False
746,375,debit_card,True,645,2050,False
747,376,paypal,True,599,9745,False
748,376,debit_card,True,520,8953,False
749,377,credit_card,True,788,2633,False
750,378,digital_wallet,True,62,9413,False
751,379,digital_wallet,True,705,1819,False
752,379,bank_transfer,True,76,8941,False
753,379,debit_card,False,645,6775,False
754,380,paypal,True,712,,False
755,380,credit_card,True,783,3828,False
756,380,paypal,True,398,,False
757,381,paypal,True,370,,False
758,382,paypal,True,329,7266,False
759,383,credit_card,True,758,4203,False
760,384,credit_card,True,114,9496,False
761,384,credit_card,True,85,,False
762,385,digital_wallet,False,192,9314,False
763,386,debit_card,True,321,8343,False
764,387,bank_transfer,True,187,4427,False
765,387,bank_transfer,True,325,,False
766,387,paypal,True,486,3621,True
767,388,credit_card,True,54,6722,False
768,388,debit_card,True,78,,False
769,388,debit_card,True,21,2917,False
770,389,digital_wallet,True,156,7590,False
771,389,bank_transfer,True,158,,False
772,390,credit_card,True,369,2245,False
773,390,digital_wallet,True,56,4187,False
